,Popularity,Recipe Name,Description,Ingredients,Directions,Category,Nutrients,Servings,Image URL
28,11,Authentic Polish Pickle Soup (Zupa Orgorkowa),Authentic Polish pickle soup (zupa orgórkowa) is a traditional chicken and vegetable soup. It gets it's zing from thinly sliced pickles and sour cream.,"['2 chicken leg quarters, skin removed', '5 cups water, or as needed to cover', '½ small head green cabbage, chopped', '2 carrots, peeled and sliced', '2 stalks celery, sliced', '1 onion, sliced', '3 tablespoons chopped fresh parsley', '2 bay leaves', '1 clove garlic, minced', '1 pinch ground thyme', '1 pinch dried marjoram', 'salt and ground black pepper to taste', '4 small dill pickles, thinly sliced', '¼ cup sour cream', '1 tablespoon all-purpose flour']","Place chicken leg quarters in a large pot; cover with water. Add cabbage, carrots, celery, onion, parsley, bay leaves, garlic, thyme, marjoram, salt, and black pepper.
Cover pot; bring to a simmer over medium heat. Cook about 1 hour; transfer 1 cup soup broth to a saucepan. Add pickles to broth in saucepan; simmer over medium-low heat for about 15 minutes. Pour pickle broth into soup in pot.
Combine sour cream and flour in a bowl; stir into soup. Bring to a boil until thickened, about 5 minutes. Serve immediately.","Dinner,Soup","{'calories': '206 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '67 mg', 'fiberContent': '3 g', 'proteinContent': '16 g', 'saturatedFatContent': '4 g', 'sodiumContent': '425 mg', 'sugarContent': '4 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/m22ffWzdO7xR8xMm_vuu2oEorOI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1107012-774ccd4640af4e39bacf856067ef6e24.jpg
29,11,Polish Sauerkraut and Carrot Salad,"This traditional Polish salad with sauerkraut, carrots, and apple is packed with vitamin C and natural probiotics and popular in the winter.","['4 cups sauerkraut, drained', '1 onion, chopped', '1 apple - peeled, cored, and grated', '2 carrots, grated', '¼ cup canola oil', '3 tablespoons sugar', '1 teaspoon caraway seeds, or more to taste', 'salt and ground black pepper to taste']","Place sauerkraut in a colander and squeeze out all excess liquid using your hands; chop well.
Combine sauerkraut, onion, apple, and carrots in a large bowl and mix. Add oil and sugar and toss to combine. Season with caraway seeds, salt, and pepper. Refrigerate 30 minutes before serving.",Dinner,"{'calories': '235 kcal', 'carbohydrateContent': '27 g', 'fiberContent': '6 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '990 mg', 'sugarContent': '18 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/UJYbDEHsWCJXr7CtatEj6EIsw1Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4541340-adce24ba387b4dcf819e34296b52f4bf.jpg
30,11,Polish Cabbage Roll Soup,"Chef John's cabbage roll soup tastes exactly like Polish-style cabbage rolls, because it has all the same ingredients. This delicious and comforting one-pot soup satisfies the exact same craving, but involves a fraction of the work.","['1/2 cup unsalted butter', '1 yellow onion,', '2 1/2 teaspoons kosher salt', '1 pound ground beef', '3 cloves garlic', '1 teaspoon ground black pepper', '1 pinch cayenne pepper', '1 bay leaf', '2 1/2 cups beef broth', '3 cups crushed or puréed tomatoes', '1 1/2 cups water', '2 1/2 pounds green cabbage', '1 cup long grain white rice', '3/4 cup chopped Italian parsley,']","Set a soup pot over medium-high heat and melt butter. Add onion and salt, and cook, stirring, until onions turn soft and translucent, 4 to 5 minutes.
Add ground beef and cook, stirring and breaking up large clumps, until meat is browned and broken into small crumbles, about 5 minutes.
Season with garlic, black pepper, cayenne, and bay leaf; cook and stir for 1 minute. Pour in beef broth, increase heat to high, and bring to a boil. Stir in cabbage, reduce heat to medium, and cook until cabbage is just tender, 10 to 15 minutes.
Pour in tomatoes and water, and continue to simmer, 10 to 15 minutes more. Stir in rice and half the parsley; simmer over medium heat until rice is tender and soup thickens, about 20 minutes. If soup becomes too thick as it simmers, add a little more beef broth and/or water. Season to taste with salt.","Dinner,Entree,Soup","{'calories': '358 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '81 mg', 'fiberContent': '5 g', 'proteinContent': '21 g', 'saturatedFatContent': '11 g', 'sodiumContent': '911 mg', 'sugarContent': '9 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/_D50TPl2yzJgklGddaopIQSnpu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11699185_Polish-Cabbage-Soup_John-Mitzewich_4x3-3277352312da40c68b814c6d1322abe8.jpg
31,11,Polish Pickle Soup,"This easy-to-make Polish-style dill pickle soup recipe, features pickles, carrots, potatoes, broth, milk, and seasonings. It's comfort food in a bowl.","['1/4 cup butter', '4 medium potatoes, diced', '1 pound carrots, sliced', '1 ½ cups finely chopped dill pickles', '½ cup all-purpose flour', '3 tablespoons dill pickle juice', '2 tablespoons minced garlic', '1 tablespoon Worcestershire sauce', '1 tablespoon onion salt', '1 tablespoon white sugar', '1 ½ teaspoons dried dill weed', '1 teaspoon curry powder', '½ teaspoon ground white pepper', '9 cups chicken broth', '2 cups warm milk', '2 bay leaves', 'salt to taste']","Melt butter in a stock pot over medium-low heat. Add potatoes and carrots; cook until beginning to soften, stirring occasionally, about 10 minutes.
Stir in pickles, flour, pickle juice, garlic, Worcestershire sauce, onion salt, sugar, dill, curry powder, and white pepper. Add broth, milk, and bay leaves; simmer until vegetables are soft and soup reduces slightly, about 1 hour. Season with salt.",Dinner,"{'calories': '207 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '23 mg', 'fiberContent': '4 g', 'proteinContent': '6 g', 'saturatedFatContent': '4 g', 'sodiumContent': '2022 mg', 'sugarContent': '8 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",10 servings,https://www.allrecipes.com/thmb/ky1xGxgpN4smYKLKLF9VMIgHmuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6553009-e7ddfbb4c2b94df89ba83771b269e477.jpg
32,11,Rogaliki (Polish Jam-Filled Crescents),"Similar to Russian rugelach, rogaliki are a traditional Polish sweet, a mixture between a pastry and a cookie. You'll love the soft texture and jam filling.","['3 ½ ounces compressed fresh yeast', '7 tablespoons milk', '5 ½ cups all-purpose flour, or more as needed', '2 ¼ cups unsalted butter, at room temperature', '4 tablespoons sour cream', '4 tablespoons white sugar', '2 eggs', '3 egg yolks', '1 ½ cups plum jam', ""2 ½ cups confectioners' sugar"", '2 tablespoons water, or as needed']","Stir milk and yeast together in a bowl until smooth. Set aside until foamy, about 10 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Combine flour, butter, sour cream, sugar, eggs, and egg yolks in a large bowl. Stir in yeast mixture. Mix well using an electric mixer at first, then using your hands.
Turn out dough onto a floured work surface and knead until smooth, adding more flour, 1 tablespoon at a time, if dough is sticking to your hands. Form dough into a long log and cut into 1 1/2-inch rounds. Cover rounds with a cloth.
Roll each round of dough into a thin circle. Cut the circle into six triangles, as you would a pizza. Place 1 teaspoon jam at the wider end of each triangle, then roll up like a croissant. Place on the prepared baking sheet. Repeat until all the dough is used up.
Bake in the preheated oven until rogaliki have risen and are golden brown, about 20 minutes. Remove from oven and cool completely, about 30 minutes.
Place confectioners' sugar in a bowl and stir in water, 1 tablespoon at a time, until a drizzling consistency is reached. Drizzle icing over cooled rogaliki.",Dessert,"{'calories': '236 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '53 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '7 g', 'sodiumContent': '9 mg', 'sugarContent': '17 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",40 servings,https://www.allrecipes.com/thmb/85RQDvCp4Iz9ngUH4eraAXTUSn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5171050-65388ccea13d40819278a653dbfad00f.jpg
33,11,Polish Poppy Seed Cake,"This traditional Polish poppy seed cake has a shortcrust base filled with a creamy poppy seed filling, and topped with a thick sugar glaze.","['3 ½ cups poppy seeds', 'boiling water to cover', '5 eggs, separated', '9 tablespoons margarine', '1 cup white sugar', '2 apple - peeled, cored, and grated', '½ cup chopped walnuts', '½ cup raisins', '3 tablespoons honey', '3 tablespoons dry bread crumbs', '1 teaspoon almond extract', '1 ½ cups all-purpose flour', '¾ cup margarine', '⅓ cup white sugar', '1 large egg', '1 teaspoon baking powder', ""2 cups confectioners' sugar"", '⅓ cup boiling water']","Place poppy seeds in a small pot, cover with boiling water, and set aside for 24 hours.
Line a colander with a cheesecloth and spoon in the poppy seeds. Allow draining for several hours. Once drained, transfer to a food processor and process until fine.
Combine 1 1/2 cups flour, 3/4 cup margarine, 1/3 cup sugar, 1 egg, and baking powder in a large bowl and knead into a smooth dough.
Preheat the oven to 350 degrees F (175 degrees C). Grease a deep 9x13-inch deep pan and line it with parchment paper.
Roll out dough on a slightly floured surface and place in the prepared sheet pan.
Combine egg yolks, 9 tablespoons margarine, and 1 cup sugar in a large bowl; beat with an electric mixer until light and fluffy. Beat in drained poppy seeds gradually. Add apples, walnuts, raisins, honey, bread crumbs, and almond extract; mix well.
Beat egg whites in a glass, metal, or ceramic bowl until stiff peaks form. Lift your beater or whisk straight up: egg whites will form sharp peaks. Fold egg whites into poppy seed mixture; spread over dough in the sheet pan.
Bake in the preheated oven for 1 hour until cake is set; transfer to a wire rack to cool.
Mix enough boiling water with confectioners' sugar to form a smooth icing. Spread generously over cooled cake.",Dessert,"{'calories': '581 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '67 mg', 'fiberContent': '5 g', 'proteinContent': '10 g', 'saturatedFatContent': '5 g', 'sodiumContent': '256 mg', 'sugarContent': '48 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",15 servings,https://www.allrecipes.com/thmb/gwwC80dvJA7RfghdVbFlu0AUd9k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4543037-1725000dab7047b692441dc372d46300.jpg
34,10,Polish Gołąbki (Stuffed Cabbage Rolls),"These Polish gołąbki or stuffed cabbage rolls are filled with ground beef, rice, and onion and cooked in a sauce of canned golden mushroom soup.","['2 heads cabbage, cored', '2 tablespoons margarine', '2 onions, diced', '4 pounds ground beef', '2 (10.5 ounce) cans chicken with rice soup', '2 cups rice', '2 eggs', '1 teaspoon dried marjoram, or to taste', 'salt and ground black pepper to taste', '1 (10.75 ounce) can golden mushroom soup']","Preheat the oven to 350 degrees F (175 degrees C).
Bring a large pot of water to a boil. Cook cabbage in boiling water until leaves are falling off. Remove leaves from water as they peel off and set aside.
Melt margarine in a large skillet over medium heat. Cook onions in hot margarine until translucent, 5 to 7 minutes.
Mix together cooked onions, ground beef, chicken with rice soup, rice, eggs, marjoram, salt, and pepper in a large bowl.
Take a cabbage leaf, lay it flat, and trim the thickest part toward the bottom of leaf to make it easier to roll; repeat with all leaves. Take darker outside leaves and line the bottom of a roasting pan with them.
Scoop a portion of beef meat mixture into a leaf and wrap leaf around mixture, enveloping meat completely. Repeat until all of the beef mixture is used. Arrange stuffed cabbage leaves into the roasting pan. Top with any remaining cabbage leaves. Cover the roasting pan with aluminum foil.
Bake in the preheated oven for 1 hour and 45 minutes. Remove aluminum foil, peel back top layer of extra cabbage leaves, and pour golden mushroom soup over stuffed cabbage leaves. Replace top cabbage leaves, return the roasting pan to the oven, and continue baking until soup is hot, about 15 minutes.",Dinner,"{'calories': '311 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '78 mg', 'fiberContent': '4 g', 'proteinContent': '20 g', 'saturatedFatContent': '5 g', 'sodiumContent': '401 mg', 'sugarContent': '5 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",20 servings,https://www.allrecipes.com/thmb/1L2bQgZzvlHkgsLCFn1X0pfua30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4590145-130efdd36411469099b2ff9515ef787a.jpg
35,11,Super Easy Polish Cabbage Rolls,"A simplified chicken cabbage roll recipe, made here with rice, tomato, and ground chicken, tastes great with less work for this classic dish.","['⅔ cup uncooked white rice', '1 ⅓ cups water', '1 large head cabbage', '2 tablespoons butter', '1 onion, finely chopped', '1 ½ pounds ground chicken', '2 eggs', '4 cloves garlic, pressed', 'salt and ground black pepper to taste', '1 pinch dried marjoram', '2 (8 ounce) cans tomato sauce']","Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender and the liquid has been absorbed, 20 to 25 minutes. Allow rice to cool slightly.
Meanwhile, bring a large pot of water to a boil. Remove the core from the cabbage, and place cabbage in the boiling water. Remove the outer leaves as they soften. Set leaves aside.
Heat butter in a skillet over medium heat, and cook and stir onion until softened and translucent, about 5 minutes. Stir together cooked onion, ground chicken, cooked rice, eggs, garlic, salt, pepper, and marjoram in a bowl.
Place some of the meat mixture in the center of each cabbage leaf. Roll leaf and tuck ends in to enclose filling. Secure each roll with a toothpick if necessary. Place rolls into the prepared baking dish. Pour tomato sauce over the rolls.
Bake, covered, in the preheated oven until the meat in the rolls is no longer pink, 45 to 60 minutes. An instant-read thermometer inserted into the center of the casserole should read at least 160 degrees F (70 degrees C).",Dinner,"{'calories': '273 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '106 mg', 'fiberContent': '6 g', 'proteinContent': '25 g', 'saturatedFatContent': '3 g', 'sodiumContent': '408 mg', 'sugarContent': '9 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/trk7IQNEPw1XM4iKK-0SiXEJFD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8559802-eaf7180e189d40f594ae86bbc65552db.jpg
36,10,Mom's Polish Stewed Cabbage,"This family hand-me-down recipe is a mixture of cabbage, onion, garlic, tomato, caraway seed, and smoked sausage for a hearty Polish-style meal.","['2 tablespoons olive oil', '2 onions, chopped', '1 clove garlic, or more to taste, minced', '1 medium head cabbage, cut into squares', '1 teaspoon white vinegar', '1 teaspoon caraway seeds', '1 teaspoon white sugar', '1 pound kielbasa sausage, cut into chunks', '1 (14.5 ounce) can stewed tomatoes (with garlic and olive oil)', '¼ cup salsa', 'salt and ground black pepper to taste']","Heat olive oil in a Dutch oven over medium heat. Cook and stir onions and garlic in hot oil until onion is translucent, 3 to 5 minutes.
Stir cabbage, vinegar, caraway seeds, and sugar with the onion mixture; bring to a simmer and cook until the cabbage is softened, about 15 minutes.
Stir sausage, tomatoes, and salsa with the cabbage mixture; season with salt and pepper. Place a cover on the Dutch oven and cook until cabbage is completely tender, 45 to 60 minutes.",Side Dish,"{'calories': '273 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '38 mg', 'fiberContent': '5 g', 'proteinContent': '10 g', 'saturatedFatContent': '6 g', 'sodiumContent': '716 mg', 'sugarContent': '9 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/OO6aoz34zbgQRfnOsB6NQn2Dd8o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2269231-e1a18fbd60a64e7da574971121d6e9b4.jpg
37,11,Rogaliki (Polish Jam-Filled Crescents),"Similar to Russian rugelach, rogaliki are a traditional Polish sweet, a mixture between a pastry and a cookie. You'll love the soft texture and jam filling.","['3 ½ ounces compressed fresh yeast', '7 tablespoons milk', '5 ½ cups all-purpose flour, or more as needed', '2 ¼ cups unsalted butter, at room temperature', '4 tablespoons sour cream', '4 tablespoons white sugar', '2 eggs', '3 egg yolks', '1 ½ cups plum jam', ""2 ½ cups confectioners' sugar"", '2 tablespoons water, or as needed']","Stir milk and yeast together in a bowl until smooth. Set aside until foamy, about 10 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Combine flour, butter, sour cream, sugar, eggs, and egg yolks in a large bowl. Stir in yeast mixture. Mix well using an electric mixer at first, then using your hands.
Turn out dough onto a floured work surface and knead until smooth, adding more flour, 1 tablespoon at a time, if dough is sticking to your hands. Form dough into a long log and cut into 1 1/2-inch rounds. Cover rounds with a cloth.
Roll each round of dough into a thin circle. Cut the circle into six triangles, as you would a pizza. Place 1 teaspoon jam at the wider end of each triangle, then roll up like a croissant. Place on the prepared baking sheet. Repeat until all the dough is used up.
Bake in the preheated oven until rogaliki have risen and are golden brown, about 20 minutes. Remove from oven and cool completely, about 30 minutes.
Place confectioners' sugar in a bowl and stir in water, 1 tablespoon at a time, until a drizzling consistency is reached. Drizzle icing over cooled rogaliki.",Dessert,"{'calories': '236 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '53 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '7 g', 'sodiumContent': '9 mg', 'sugarContent': '17 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",40 servings,https://www.allrecipes.com/thmb/85RQDvCp4Iz9ngUH4eraAXTUSn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5171050-65388ccea13d40819278a653dbfad00f.jpg
38,10,Krusczyki,This is my grandmother's recipe. I hope that you enjoy it!,"['14 egg yolks', '1 pint sour cream', '2 teaspoons vanilla extract', '1 teaspoon salt', '½ cup butter', '8 cups all-purpose flour', '1 ½ cups shortening', ""⅓ cup confectioners' sugar for decoration""]","In a large bowl mix together all ingredients. Stir into a ball, then turn dough out onto a floured surface . Knead dough for 1/2 hour. If you have a mixer with a dough hook attachment, mix for about 15 minutes.
Let dough rest for 10 minutes.
On a floured surface, roll out dough to 1/4 to 1/8 inch thickness. Cut into strips that are 3 inches long and 1 inch wide. In the center of each strip, cut a 1 inch slit, lengthwise. Pull one end of the strip through the slit to form a bow.
In a frying pan or an electric skillet, melt shortening and heat to about 350 degrees F (175 degrees C). in a frying pan this would be on medium high heat.
Place cookies in hot oil. Cook on both sides until lightly browned then remove to a paper towel.
Dust finished cookies with confectioners sugar.",Dessert,"{'calories': '504 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '184 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '12 g', 'sodiumContent': '186 mg', 'sugarContent': '3 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",18 servings,https://www.allrecipes.com/thmb/yP2YiDi_peqGDw_fDeaz0Eo_vKY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/223464-869e24c7102e44c0bc70914fa727b53b.jpg
39,9,Drozdzowka (Polish Yeast Plum Cake),A delicious traditional Polish yeast-risen cake with fresh plums and a streusel topping. This recipe uses fresh cake yeast.,"['½ cup whole milk', '1 tablespoon all-purpose flour', '1 tablespoon white sugar', '2 (0.6 ounce) cakes cake yeast', '1 ⅓ cups margarine', '½ cup dry bread crumbs', '4 eggs', '1 ⅛ cups white sugar', '8 cups all-purpose flour', '4 teaspoons vanilla sugar', '1 cup whole milk, or as needed', '6 cups fresh plums, pitted and quartered', '1 ½ cups all-purpose flour', '½ cup butter', '½ cup white sugar', '½ teaspoon ground cinnamon (Optional)']","In a saucepan over very low heat, warm up 1/2 cup of milk to no more than 100 degrees F (38 degrees C); stir in 1 tablespoon of flour and 1 tablespoon of sugar. Remove from heat and transfer to a bowl. Crumble the cake yeast into the milk mixture, and gently stir until the mixture becomes creamy. Cover the pan with a cloth, and set aside in a warm place until the yeast forms a spongy texture, 20 to 30 minutes.
Melt margarine in a saucepan over low heat; remove from heat and allow to cool to lukewarm.
Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish, and sprinkle with bread crumbs.
Place eggs and 1 1/8 cup sugar into a blender, and process until the mixture is yellow and fluffy. In a large mixing bowl, whisk together 8 cups of flour with vanilla sugar. Stir in the egg mixture, activated yeast mixture, and lukewarm margarine; start kneading 1 cup milk, or as needed, into the dough, a little at a time, until the dough stops sticking to your fingers and becomes smooth and even. Knead for at least 15 minutes, working to incorporate as much air as possible into the dough as you knead.
Press the dough evenly into the prepared baking sheet, and arrange the plums over the top of the dough. Set aside.
In a bowl, cut together 1 1/2 cup flour, the butter, and 1/2 cup of sugar with a pastry cutter until the mixture resembles fine crumbs; sprinkle the streusel mixture over the plums. Dust streusel with cinnamon, if desired.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 1 hour to 1 hour and 10 minutes.",Dessert,"{'calories': '415 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '43 mg', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '5 g', 'sodiumContent': '179 mg', 'sugarContent': '19 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/hHMs30lADZnZQqbig0hTuZPxCTU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4549502-f5653b4cbd9648119fb15af857a30924.jpg
40,9,Polish Poppy Seed Rolls,Chef John's individual-version of these Polish poppy seed rolls turns out to be a success thanks to a sweet glaze and crunchy filling.,"['½ cup whole milk, warmed', '2 teaspoons active dry yeast', '1 ½ cups all-purpose flour, divided, or more as needed', '2 large egg yolks', '3 tablespoons white sugar', '3 tablespoons unsalted butter, melted', '½ teaspoon kosher salt', '⅛ teaspoon pure vanilla extract', '3 tablespoons unsalted butter', '¼ cup milk', '¼ cup honey', '3 tablespoons white sugar', '2 tablespoons water', '1 ½ cups poppy seeds', '3 tablespoons powdered sugar, or as needed', '1 teaspoon milk, or as needed']","Combine warm milk, yeast, and 1/2 cup of flour for dough in the bowl of a stand mixer and whisk to combine. Let sit until a ""sponge"" forms, about 30 minutes.
Add egg yolks, sugar, melted butter, salt, and vanilla extract to the ""sponge"" and whisk until combined. Add remaining 1 cup flour and mix using a dough hook attachment on low speed, scraping down the bowl occasionally with a spatula, until a soft, smooth, slightly elastic dough forms, about 5 minutes. Add more flour and continue to knead if the dough seems too wet and sticky.
Remove dough from the bowl and knead by hand, checking consistency, about 1 minute, adding a little more flour if necessary.
Transfer the dough to a lightly greased bowl. Toss to coat, cover, and let rise in a warm spot until doubled in size, about 2 hours.
While the dough is rising, add butter, milk, honey, sugar, and water to a saucepan and place over medium-high heat; bring to a simmer. Add poppy seeds and cook, stirring, until the mixture thickens up to a spreadable texture, about 5 minutes. Turn off the heat and allow to cool to room temperature before using, 20 to 30 minutes.
Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with a silicone baking mat (such as Silpat®).
Once the dough has risen, transfer to a lightly floured surface and use your hands to roll into a log shape, about 15 inches long. Switch to a rolling pin and roll the dough out into a 10x18-inch rectangle, about 1/8-inch thick.
Spread cooled filling over top, leaving about 1 1/2 inches of dough exposed on the longer side that you'll be rolling towards. Brush the exposed edge of dough very lightly with water.
Roll up the dough and filling toward the edge you just brushed, finishing with the seam on the bottom. Seal the ends and use your hands to shape the roll as evenly as possible. If you have lots of excess dough on either end, it can be trimmed off.
Cut the roll into 8 even pieces and lay flat on the prepared baking sheet. If possible, tuck any seams under the dough spiral as it's placed down. Let sit for 5 minutes.
Bake in the center of the preheated oven until well-browned, 20 to 25 minutes. Transfer to a cooling rack and allow to cool to room temperature.
While rolls are cooling, combine powdered sugar and milk in a bowl for glaze. Brush warm rolls with the glaze and serve.",,"{'calories': '405 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '76 mg', 'fiberContent': '3 g', 'proteinContent': '9 g', 'saturatedFatContent': '8 g', 'sodiumContent': '140 mg', 'sugarContent': '25 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/pJn__9mQ6AvDrVxJhZJ9oMqCeO8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-231-52c7dd3c97d043c88a8d5e8da13bd36a.jpg
41,11,Racuchy z Jablkami (Polish Apple Pancakes),"A popular dish in Poland, racuchy are apple pancakes loved by the whole family and are a yummy breakfast or dessert with powdered sugar.","['2 cups milk', '2 cups all-purpose flour', '2 eggs', '1 tablespoon white sugar', '1 teaspoon ground cinnamon', '½ teaspoon baking soda', '1 pinch salt', '2 large apples - peeled, cored, and diced', 'vegetable oil, or as needed, divided', ""2 tablespoons confectioners' sugar, or to taste""]","Combine milk, flour, eggs, sugar, cinnamon, baking soda, and salt in a large bowl; beat with an electric mixer until smooth and creamy. Mix in apples.
Heat 1 tablespoon oil in a skillet over medium-high heat.
Drop batter by large spoonfuls into the pan and cook until the edges are dry and the bottom is browned, 3 to 4 minutes. Flip and cook until browned on the other side, 2 to 3 minutes. Repeat with remaining batter.
Dust pancakes with confectioners' sugar.",Breakfast,"{'calories': '416 kcal', 'carbohydrateContent': '76 g', 'cholesterolContent': '103 mg', 'fiberContent': '5 g', 'proteinContent': '14 g', 'saturatedFatContent': '3 g', 'sodiumContent': '284 mg', 'sugarContent': '24 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/6qAGfO-Y8YHecZsklZR-JH7HnlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4541338-racuchy-z-jablkami-polish-apple-pancakes-Olenka-4x3-1-90b031b14d424f26b5321e76a01872d3.jpg
42,8,Szybka Surowka z Czerwonej Kapusty (Polish Red Cabbage Slaw),"Red cabbage, apple, and onion are combined in this Polish slaw often made during the autumn months, when bright colors are much appreciated.","['½ head red cabbage, sliced', '1 onion, thinly sliced', '1 apple, peeled and grated', '½ lemon, juiced', '1 tablespoon vegetable oil', '1 pinch white sugar', 'salt and ground black pepper to taste']","Bring 1 quart water to a boil in a large pot; add cabbage and cook until softened, 2 to 4 minutes. Drain.
Mix cabbage, onion, apple, lemon juice, and oil. Season with sugar, salt, and pepper.",Side Dish,"{'calories': '107 kcal', 'carbohydrateContent': '20 g', 'fiberContent': '5 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '70 mg', 'sugarContent': '10 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/AJO0hiCeqb-3CsqvS4K3gqd9G7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7649165-f0ccf689b30a499e84b2d830f47331e2.jpg
43,8,Faworki (Polish Chrusciki),"Faworki are deep-fried crispy pastry twists dusted with confectioners' sugar, a sweet Polish treat traditionally served in Carnival season.","['2 ½ cups all-purpose flour', '6 egg yolks', '3 tablespoons sour cream', '2 tablespoons white sugar', '2 tablespoons butter, softened', '1 tablespoon rum', '1 pinch salt', '2 cups vegetable oil for frying', ""½ cup confectioners' sugar, or as needed""]","Combine flour, egg yolks, sour cream, sugar, butter, rum, and salt in a large bowl; mix to form a dough.
Knead dough lightly and roll out on a floured surface. Cut into strips 4 inches long and 3/4 inches wide. Cut a slit in the middle of each strip. Twist and pull one end through the slit.
Heat oil in a deep-fryer or large saucepan. Test the temperature by dropping in a pastry twist; the oil is ready when it browns and float to the surface.
Fry pastry twists in batches until golden brown, about 1 minute per side. Drain on a plate lined with paper towels. Dust with confectioners' sugar.",Dessert,"{'calories': '126 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '66 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '20 mg', 'sugarContent': '4 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",20 servings,https://www.allrecipes.com/thmb/mCz6NZkINALOcnHCZHsgsLwnK64=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4948995-678b2cb5f38e4a598874f8b18b1f01ae.jpg
